id,day,event_type,category,region,device,account_age_days,num_prev_listings,prev_reports_30d,verification_level,price,num_images,message_length,contains_off_platform,urgency_words,payment_attempt,time_to_first_response_min,is_suspicious
295,1,ad_post,other,metro,android,4.9,1,0,0,49.14,4,108,0,1,0,10.2,0
296,2,ad_post,electronics,metro,ios,143.5,4,0,1,1048.62,1,193,0,0,1,23.0,0
297,5,ad_post,phones,urban,ios,34.4,6,0,1,,2,43,0,0,0,5.7,0
298,4,ad_post,electronics,metro,android,179.1,5,0,2,216.12,3,75,0,0,0,94.7,0
299,1,message_send,bikes,metro,android,59.6,4,0,1,110.41,3,154,0,0,0,1.7,1
300,3,ad_post,electronics,rural,ios,54.6,2,0,0,,5,96,0,0,0,37.5,0
301,1,ad_post,fashion,urban,ios,37.0,2,1,1,269.65,4,37,0,0,0,86.0,0
302,5,ad_post,other,metro,android,108.6,2,0,2,,4,46,0,1,0,3.9,0
303,1,message_send,other,urban,android,145.8,4,0,1,521.17,3,208,0,0,1,10.4,0
304,1,ad_post,other,metro,android,227.0,3,1,1,109.99,7,86,0,0,1,78.9,0
305,2,ad_post,electronics,rural,android,33.8,0,0,2,239.51,2,82,0,1,0,,0
306,5,ad_post,phones,urban,ios,530.8,4,0,0,98.52,4,98,0,0,0,23.2,1
307,5,message_send,fashion,urban,android,78.3,2,0,0,85.92,0,102,0,0,0,2.7,0
308,4,ad_post,furniture,urban,ios,17.7,5,0,1,74.48,2,66,0,0,0,3.4,0
309,5,ad_post,furniture,urban,android,47.5,2,0,2,164.81,2,133,0,1,0,,0
310,1,ad_post,other,metro,android,78.2,2,0,2,174.7,1,214,0,0,0,28.6,0
311,1,message_send,electronics,metro,android,12.8,2,0,1,42.81,2,52,0,0,0,66.0,0
312,4,ad_post,bikes,rural,android,41.1,2,1,0,236.41,3,63,0,0,1,42.5,0
313,5,message_send,phones,metro,android,132.4,1,0,1,131.75,0,165,0,0,0,7.1,0
314,4,message_send,other,urban,ios,84.3,4,0,1,37.68,3,165,0,0,0,2.4,0
315,2,message_send,bikes,urban,ios,117.5,4,0,0,64.13,5,169,0,0,0,,0
316,2,message_send,fashion,rural,ios,71.3,2,0,0,175.01,4,169,0,0,0,45.7,0
317,4,ad_post,bikes,metro,android,87.9,1,0,1,145.29,0,120,0,0,1,7.9,0
318,1,ad_post,other,metro,web,56.9,3,0,0,225.41,4,54,0,0,0,5.4,0
319,5,message_send,other,metro,android,700.4,2,0,1,,2,115,0,0,1,29.6,0
320,4,message_send,fashion,metro,android,185.6,6,0,0,261.79,3,240,0,0,1,18.5,0
321,2,ad_post,phones,rural,android,19.2,3,1,2,173.39,2,38,0,0,0,5.3,0
322,5,ad_post,furniture,urban,ios,144.4,5,0,0,47.55,0,0,0,0,0,39.6,0
323,4,message_send,fashion,rural,android,24.9,2,0,0,38.66,0,170,0,0,0,21.0,0
324,3,ad_post,phones,rural,android,85.0,3,0,0,,1,61,0,0,0,73.4,0
325,3,ad_post,other,rural,android,15.0,2,1,2,164.89,3,18,0,1,0,51.9,0
326,3,ad_post,furniture,rural,ios,95.1,6,0,0,805.65,4,18,0,0,0,6.5,0
327,4,ad_post,other,urban,android,34.5,4,0,2,84.53,3,91,0,0,0,149.3,0
328,5,ad_post,bikes,urban,ios,3.9,4,0,1,206.84,3,79,0,0,1,7.8,0
329,5,ad_post,furniture,metro,android,125.3,3,0,1,94.49,2,101,0,0,0,14.5,0
330,3,ad_post,furniture,urban,android,23.0,0,0,0,,3,55,1,1,0,6.0,0
331,3,ad_post,bikes,metro,android,24.2,2,0,1,,3,93,0,0,0,46.8,0
332,4,ad_post,bikes,urban,web,31.8,3,0,0,86.67,1,0,0,0,0,8.0,1
333,4,ad_post,furniture,urban,ios,85.1,3,0,2,381.23,4,121,1,0,1,2.5,0
334,2,ad_post,bikes,metro,android,115.5,0,1,1,172.11,4,155,0,0,1,,0
335,5,message_send,bikes,metro,android,67.2,4,0,1,338.83,2,59,0,0,0,21.3,0
336,4,message_send,other,urban,android,69.4,2,0,0,118.58,0,159,0,0,0,4.8,1
337,5,ad_post,furniture,urban,android,121.2,4,0,2,79.44,4,58,0,0,0,5.8,0
338,3,ad_post,electronics,metro,android,69.8,1,0,1,152.53,3,84,0,0,0,6.9,0
339,5,ad_post,fashion,urban,android,38.2,5,0,1,336.3,1,146,0,0,0,14.2,0
340,1,ad_post,furniture,urban,android,120.5,2,0,0,64.01,2,79,0,0,0,13.0,0
341,1,ad_post,bikes,metro,ios,231.2,4,0,0,98.04,5,135,0,1,0,5.8,0
342,5,ad_post,bikes,urban,android,337.4,2,0,0,,4,51,0,0,0,35.2,0
343,5,ad_post,bikes,metro,android,192.9,5,1,0,38.67,4,41,0,0,0,20.2,0
344,3,message_send,phones,metro,android,48.2,5,0,1,65.15,1,69,0,0,0,35.3,0
345,1,message_send,fashion,urban,web,10.7,5,0,1,506.85,2,219,0,0,0,8.5,0
346,3,ad_post,fashion,rural,android,23.6,3,0,1,82.93,3,14,0,0,1,17.0,0
347,5,ad_post,furniture,urban,android,117.0,5,0,0,161.97,3,143,0,0,1,21.1,1
348,1,ad_post,phones,metro,ios,10.5,4,0,0,323.69,3,82,0,0,0,1.6,0
349,5,ad_post,electronics,metro,ios,6.8,1,1,1,102.6,3,107,0,0,0,14.9,1
350,2,ad_post,other,metro,ios,27.4,1,0,1,182.18,4,73,0,1,0,10.3,0
351,2,ad_post,other,metro,ios,194.8,4,0,2,274.23,4,220,0,0,0,10.0,0
352,3,ad_post,bikes,urban,web,93.8,4,0,0,241.85,3,18,0,0,0,216.6,0
353,1,ad_post,other,urban,ios,147.9,4,0,1,,1,29,0,0,0,20.2,0
354,4,message_send,furniture,metro,ios,342.6,4,0,0,320.22,2,162,0,1,0,12.4,0
355,2,ad_post,phones,urban,android,51.7,2,1,0,59.19,2,82,0,0,0,33.6,0
356,4,ad_post,other,metro,android,91.8,3,0,0,65.49,3,155,1,0,1,13.2,0
357,3,message_send,furniture,metro,ios,54.6,4,0,2,151.31,6,261,0,0,0,6.9,0
358,1,ad_post,electronics,rural,android,47.4,3,0,0,146.42,2,103,1,0,0,51.4,0
359,4,ad_post,bikes,urban,android,44.8,1,0,1,71.34,3,62,0,0,1,6.7,0
360,3,ad_post,fashion,metro,android,50.2,2,0,1,313.38,1,146,0,0,0,13.1,0
361,5,message_send,phones,rural,android,70.0,3,0,1,95.67,3,139,0,1,1,26.0,0
362,1,message_send,bikes,metro,ios,13.0,4,0,0,61.76,3,216,0,0,0,19.6,0
363,3,ad_post,electronics,,ios,26.2,4,0,0,49.36,1,77,0,0,0,34.9,0
364,1,message_send,electronics,metro,android,12.3,3,0,1,179.58,3,95,0,0,0,32.9,0
365,4,message_send,furniture,rural,ios,47.0,5,0,0,309.9,2,246,1,0,0,12.0,1
366,2,ad_post,bikes,,ios,51.0,2,0,1,139.58,4,157,0,0,1,9.0,1
367,3,message_send,other,metro,android,53.7,2,0,0,,0,135,0,0,0,36.5,0
368,2,ad_post,other,rural,android,79.7,3,0,1,23.09,3,126,0,0,0,15.1,0
369,5,message_send,electronics,metro,web,53.8,2,1,1,59.6,2,215,0,0,0,13.8,0
370,3,ad_post,bikes,rural,android,76.4,4,1,2,623.22,2,107,0,0,1,27.1,0
371,2,message_send,fashion,,ios,817.1,4,0,1,244.97,3,143,1,0,0,3.7,0
372,2,ad_post,other,metro,ios,26.1,1,0,1,585.18,2,165,1,0,0,1.3,1
373,5,message_send,phones,rural,android,103.4,2,1,1,98.09,3,145,0,0,0,9.7,0
374,5,ad_post,bikes,urban,ios,93.9,3,0,0,153.82,2,0,0,0,0,,0
375,3,ad_post,electronics,,ios,61.4,3,1,0,416.95,3,52,0,1,0,42.3,0
376,1,ad_post,bikes,urban,ios,53.2,4,0,1,399.07,2,163,0,0,0,35.3,0
377,2,ad_post,bikes,metro,ios,49.7,1,1,0,183.92,4,112,0,0,0,8.8,0
378,4,message_send,phones,metro,ios,59.8,3,1,0,,5,228,0,0,1,23.8,1
379,4,ad_post,electronics,metro,android,103.2,1,0,1,40.53,2,84,0,0,1,3.4,0
380,4,ad_post,bikes,metro,android,14.5,4,0,2,148.73,2,86,0,1,0,84.6,0
381,5,ad_post,fashion,metro,android,78.1,3,0,0,209.05,1,101,0,0,0,5.2,0
382,5,message_send,electronics,rural,web,248.9,3,0,1,89.05,2,139,0,0,0,40.0,0
383,3,message_send,bikes,urban,android,82.8,2,1,0,56.31,5,134,0,0,0,0.9,0
384,5,ad_post,other,urban,android,145.3,7,0,0,47.79,4,94,0,0,0,22.5,0
385,1,ad_post,other,metro,android,47.0,2,0,0,,2,189,0,0,0,5.3,0
386,2,ad_post,bikes,urban,android,63.0,4,0,2,116.53,0,113,0,0,0,2.0,0
387,2,ad_post,other,metro,android,37.2,3,0,1,179.85,4,136,0,0,1,57.6,0
388,3,ad_post,bikes,metro,android,82.7,2,0,1,173.62,6,88,0,0,1,6.7,0
389,3,ad_post,phones,metro,ios,257.5,3,0,1,59.47,3,55,0,0,0,2.0,0
390,3,ad_post,electronics,urban,android,25.1,5,1,0,46.89,3,56,0,0,0,20.2,1
391,4,message_send,fashion,metro,ios,22.6,6,0,0,88.58,1,187,0,1,0,39.7,0
392,5,ad_post,electronics,,web,117.1,4,0,1,78.11,3,76,0,0,1,23.8,0
393,1,ad_post,other,,android,27.3,1,0,0,,3,0,0,0,0,3.0,0
394,2,message_send,furniture,metro,android,188.1,0,0,1,76.04,0,113,0,0,0,21.7,0
395,3,ad_post,phones,,ios,465.0,2,0,1,107.16,1,132,0,0,0,54.2,0
396,3,ad_post,other,urban,android,45.2,8,0,0,79.81,4,65,1,1,0,,0
397,3,ad_post,bikes,rural,web,163.7,2,0,2,242.88,3,95,0,0,0,5.1,0
398,5,ad_post,other,urban,ios,365.6,6,1,0,77.13,1,41,0,0,1,15.1,0
399,3,ad_post,electronics,urban,ios,170.9,3,0,0,70.02,1,101,1,0,0,,0
400,2,message_send,other,metro,android,197.1,2,0,1,83.78,0,84,0,0,0,27.6,0
401,4,ad_post,phones,metro,android,89.7,1,0,1,104.68,4,38,0,0,0,41.9,0
402,5,message_send,furniture,urban,ios,19.6,2,0,2,69.67,5,109,0,0,0,37.3,0
403,4,message_send,fashion,rural,ios,299.0,2,0,0,141.86,3,118,0,0,0,125.1,0
404,5,ad_post,furniture,metro,android,39.0,1,1,1,332.29,5,0,0,0,0,24.8,0
405,5,ad_post,other,,android,44.9,4,0,1,205.69,5,116,0,0,0,6.1,0
406,3,message_send,phones,urban,android,57.9,4,0,0,85.42,3,104,0,0,0,29.1,0
407,1,message_send,furniture,metro,android,48.0,4,0,1,102.65,0,244,0,0,1,64.0,0
408,3,ad_post,electronics,metro,android,64.2,4,0,0,128.93,3,92,0,0,1,,0
409,3,ad_post,other,metro,ios,67.4,4,0,0,113.39,2,74,0,0,0,2.1,0
410,2,message_send,furniture,,android,150.0,3,0,0,692.68,1,311,0,0,0,12.8,0
411,5,ad_post,bikes,metro,android,9.7,3,0,0,321.13,5,134,0,0,0,3.6,0
412,4,message_send,fashion,urban,ios,22.5,1,0,1,176.84,2,154,0,0,0,15.3,0
413,5,ad_post,furniture,metro,android,18.6,4,0,0,78.11,3,182,0,0,0,49.9,0
414,2,ad_post,phones,rural,android,295.7,4,0,1,220.55,4,116,0,0,0,23.3,0
415,3,ad_post,other,urban,ios,28.5,3,0,1,,2,72,0,0,1,4.1,0
416,4,ad_post,other,urban,android,14.6,1,0,1,210.98,2,0,0,0,1,6.8,1
417,4,ad_post,phones,urban,web,24.1,2,0,0,53.93,1,169,0,0,0,5.5,0
418,3,ad_post,furniture,urban,android,32.0,3,0,1,40.93,2,30,0,0,0,,0
419,5,ad_post,phones,metro,android,19.6,5,0,1,171.87,4,151,1,0,1,20.9,0
420,2,ad_post,other,metro,ios,52.0,1,0,0,,2,218,0,0,0,72.4,0
421,2,message_send,other,urban,ios,79.9,2,0,0,307.68,3,365,0,0,0,48.5,0
422,1,ad_post,phones,rural,ios,12.5,2,0,1,,3,150,0,0,0,46.5,0
423,2,message_send,furniture,urban,ios,50.6,5,0,1,245.7,5,269,0,0,0,17.4,0
424,3,ad_post,electronics,rural,ios,53.5,3,0,2,179.41,1,82,0,0,0,5.2,1
425,2,ad_post,bikes,metro,ios,14.4,0,0,1,178.8,0,164,0,0,0,30.0,0
426,2,ad_post,other,urban,android,55.4,5,0,1,47.38,6,82,0,0,0,2.7,0
427,3,message_send,bikes,urban,android,119.7,3,0,2,,2,62,0,0,0,92.4,0
428,3,ad_post,furniture,metro,android,29.8,5,0,1,142.06,5,185,0,1,1,5.7,1
429,5,ad_post,other,rural,android,74.0,2,0,1,639.09,5,129,0,0,0,2.6,0
430,5,ad_post,electronics,rural,android,170.1,4,2,1,202.51,2,139,0,0,0,16.3,0
431,2,ad_post,electronics,metro,android,99.7,1,0,0,121.01,2,62,0,0,0,4.2,0
432,2,ad_post,furniture,urban,android,13.3,2,1,0,362.39,2,218,1,0,0,4.1,1
433,4,message_send,electronics,,android,346.3,3,0,0,158.97,3,231,0,0,0,,0
434,2,ad_post,electronics,urban,android,28.7,5,0,1,74.86,4,13,0,0,1,33.4,0
435,1,message_send,furniture,metro,android,79.7,4,0,0,101.53,4,73,0,0,0,1.6,0
436,3,ad_post,electronics,rural,ios,66.1,2,0,2,509.36,3,79,1,0,0,14.4,0
437,4,ad_post,electronics,urban,ios,156.4,4,0,2,217.56,4,91,0,1,1,6.2,0
438,4,ad_post,furniture,rural,android,77.3,5,0,1,,2,98,0,0,0,,0
439,1,message_send,phones,metro,ios,130.3,4,0,1,264.07,4,133,0,0,0,5.5,0
440,2,ad_post,phones,urban,ios,44.9,2,0,0,610.78,3,20,0,0,0,8.7,0
441,4,ad_post,fashion,metro,android,159.5,2,0,1,105.23,3,79,0,0,0,35.4,0
442,3,message_send,fashion,metro,android,167.7,5,0,2,187.84,1,43,0,1,0,12.9,0
443,3,ad_post,bikes,metro,ios,227.5,2,0,1,314.96,5,0,0,0,0,14.1,0
444,1,ad_post,furniture,urban,ios,44.0,4,0,2,782.83,6,150,0,1,0,24.0,0
445,5,message_send,other,metro,ios,146.4,3,0,2,81.62,3,189,0,0,1,8.4,0
446,4,ad_post,furniture,metro,web,19.3,6,0,0,152.49,1,91,0,1,0,3.2,1
447,4,message_send,electronics,urban,ios,100.8,3,0,0,85.82,0,106,0,0,1,22.4,0
448,4,message_send,phones,metro,android,252.5,2,0,1,118.37,7,62,0,0,0,5.3,1
449,5,ad_post,other,urban,android,60.0,4,0,0,101.12,1,178,0,0,1,10.6,0
450,5,ad_post,other,urban,web,40.8,2,0,2,85.5,1,73,0,1,1,,0
451,2,message_send,bikes,metro,android,81.5,0,2,0,50.84,0,111,0,0,0,41.2,1
452,3,message_send,furniture,,ios,32.6,3,0,0,103.57,2,146,0,0,0,33.0,0
453,3,ad_post,furniture,urban,web,22.4,4,0,1,28.74,4,3,1,0,1,38.8,0
454,2,message_send,other,metro,web,176.6,6,1,2,47.51,4,170,0,0,0,26.2,0
455,4,ad_post,bikes,urban,ios,83.9,2,0,0,103.82,1,6,0,0,1,3.6,0
456,2,ad_post,other,,android,44.1,3,0,2,90.64,6,64,0,0,0,5.0,0
457,3,message_send,furniture,rural,android,86.8,0,0,0,49.74,5,235,0,1,0,3.4,0
458,2,message_send,phones,urban,ios,38.2,1,0,1,274.29,2,300,0,0,1,,0
459,1,ad_post,fashion,rural,android,120.1,3,0,0,51.77,1,75,0,0,1,48.2,0
460,2,message_send,electronics,metro,android,89.6,3,0,1,342.57,3,157,0,0,0,21.4,0
461,4,ad_post,electronics,urban,android,38.7,1,0,1,55.42,4,140,0,0,0,26.8,0
462,4,ad_post,electronics,metro,android,63.2,2,0,0,87.2,2,74,0,0,0,15.8,0
463,2,ad_post,other,metro,android,29.9,5,0,1,487.47,7,47,0,0,1,2.2,1
464,5,ad_post,electronics,metro,android,68.4,6,0,0,441.35,4,52,0,0,1,26.3,0
465,3,ad_post,phones,metro,android,315.5,4,0,2,136.46,2,32,0,0,0,,0
466,2,ad_post,phones,rural,ios,132.1,1,0,0,85.29,3,242,0,0,0,6.5,0
467,5,message_send,furniture,metro,ios,107.0,1,0,0,57.86,2,123,0,0,0,66.8,0
468,5,message_send,bikes,,android,139.0,3,1,1,170.43,3,214,0,0,0,6.0,0
469,5,message_send,electronics,urban,android,37.2,2,0,0,54.44,3,222,0,0,0,5.2,0
470,4,ad_post,furniture,urban,ios,126.0,4,0,1,48.61,4,39,0,0,0,,0
471,4,ad_post,fashion,urban,web,118.2,2,0,1,197.1,3,110,0,0,1,17.6,0
472,2,message_send,bikes,,android,67.0,1,0,1,196.5,1,119,0,0,0,2.4,0
473,2,message_send,fashion,metro,android,100.5,0,0,0,449.19,1,163,0,0,0,9.0,0
474,3,message_send,electronics,metro,android,34.6,2,0,0,40.93,1,161,0,0,0,1.9,0
475,5,ad_post,electronics,metro,android,66.5,3,0,0,90.38,3,148,0,1,0,,1
476,1,ad_post,phones,urban,ios,14.1,2,0,0,141.43,2,150,0,0,0,10.2,0
477,1,ad_post,electronics,metro,ios,41.4,5,0,2,151.76,1,6,0,0,0,6.7,0
478,1,message_send,other,metro,android,64.2,6,0,2,462.17,2,202,0,0,0,11.8,0
479,4,message_send,bikes,urban,android,377.9,2,0,0,86.73,2,157,0,0,0,12.6,0
480,1,ad_post,bikes,urban,ios,111.8,0,0,1,57.61,3,47,0,0,0,34.1,0
481,2,message_send,phones,metro,android,180.6,2,1,2,172.99,1,87,0,0,0,11.1,0
482,1,ad_post,other,metro,web,88.3,2,0,1,159.22,3,80,0,0,0,7.4,0
483,3,message_send,phones,metro,android,306.2,2,0,1,153.34,5,159,0,0,0,21.3,0
484,1,ad_post,fashion,urban,android,179.6,5,0,0,169.74,3,140,0,0,0,17.3,0
485,5,message_send,electronics,rural,android,48.8,2,0,0,392.15,2,156,0,1,0,12.6,0
486,5,ad_post,fashion,rural,android,11.7,2,1,0,292.44,4,213,1,0,0,,1
487,5,message_send,furniture,urban,android,8.4,3,0,0,,1,160,0,0,0,28.5,0
488,5,ad_post,other,metro,ios,45.5,4,0,0,589.77,2,133,0,0,0,4.7,0
489,5,message_send,fashion,urban,android,141.9,3,0,1,403.57,1,199,0,0,0,14.6,0
490,4,ad_post,other,urban,ios,32.1,2,0,0,339.39,2,111,0,0,0,43.6,0
491,1,ad_post,phones,metro,android,59.6,1,0,0,137.74,1,0,0,0,0,8.0,0
492,3,ad_post,phones,urban,ios,24.1,0,1,1,109.4,3,110,0,0,0,30.1,0
493,1,message_send,electronics,metro,ios,11.1,3,0,0,103.88,5,128,0,0,0,16.6,0
494,3,ad_post,fashion,rural,android,33.7,4,0,1,92.12,5,0,0,0,0,36.5,0
495,5,ad_post,phones,rural,android,86.0,4,0,2,175.64,2,165,0,0,0,7.8,0
496,1,message_send,bikes,,web,873.2,1,0,0,289.75,1,175,0,0,0,4.3,0
497,4,ad_post,furniture,metro,ios,9.0,3,0,0,,5,81,0,0,0,,0
498,5,message_send,electronics,urban,android,44.3,1,0,0,96.06,2,310,0,0,0,8.4,0
499,1,ad_post,bikes,metro,android,246.7,3,0,1,,6,98,0,0,0,29.2,0
500,2,message_send,furniture,metro,android,85.7,2,0,1,343.87,5,185,0,0,0,,0
501,3,message_send,fashion,metro,android,96.2,2,0,0,174.52,5,262,0,0,0,66.2,0
502,3,ad_post,electronics,rural,android,73.8,6,0,0,141.71,5,148,0,1,0,127.9,0
503,4,ad_post,other,rural,android,20.7,6,0,0,345.87,5,105,0,1,1,5.8,1
504,1,message_send,furniture,metro,ios,83.3,2,0,0,69.33,5,187,0,0,0,34.3,0
505,3,ad_post,other,urban,android,17.1,5,0,0,402.42,3,5,0,0,1,17.8,0
506,1,ad_post,furniture,urban,android,21.8,4,0,2,59.81,5,116,0,0,1,11.0,0
507,1,message_send,furniture,urban,android,25.3,5,0,0,123.64,1,69,0,0,0,7.0,1
508,4,ad_post,furniture,urban,android,26.6,2,0,0,95.05,3,73,0,0,0,,0
509,1,message_send,phones,urban,web,100.7,1,0,0,575.11,3,131,0,0,1,15.8,0
510,2,ad_post,electronics,metro,ios,26.5,1,0,1,199.0,3,71,0,0,0,4.5,0
511,1,ad_post,phones,metro,ios,66.7,4,0,0,,2,134,0,1,0,1.2,0
512,1,message_send,furniture,urban,android,83.3,0,0,2,283.72,1,255,0,0,0,4.9,0
513,5,message_send,furniture,metro,android,18.9,3,1,1,186.2,2,188,0,0,1,2.6,1
514,5,ad_post,other,metro,ios,136.0,7,0,1,109.75,1,111,0,0,1,16.1,0
515,5,message_send,electronics,metro,android,25.6,6,0,2,140.05,1,141,0,0,0,21.5,0
516,4,ad_post,other,urban,ios,24.3,2,1,0,220.14,3,71,0,0,1,17.8,0
517,3,ad_post,other,metro,android,16.3,4,0,1,164.74,5,142,0,1,0,15.5,0
518,2,ad_post,furniture,,ios,71.4,3,0,1,62.28,5,53,0,0,0,34.0,0
519,3,message_send,fashion,urban,android,144.4,2,0,0,76.41,6,27,0,0,0,18.1,0
520,2,message_send,other,metro,android,53.5,2,0,0,415.04,0,209,0,0,0,20.4,0
521,2,ad_post,bikes,metro,android,69.4,1,1,0,143.63,1,197,0,1,0,10.2,0
522,2,ad_post,phones,metro,ios,58.3,4,1,1,836.09,3,88,0,0,0,54.5,0
523,4,ad_post,electronics,urban,android,33.1,4,0,0,,3,57,0,0,0,19.6,0
524,1,message_send,fashion,,android,22.1,6,0,2,,1,151,0,0,1,,0
525,5,message_send,bikes,urban,android,268.0,2,0,0,,2,195,0,0,0,14.4,0
526,2,ad_post,phones,metro,android,68.5,2,0,0,,4,262,0,0,0,15.3,0
527,1,ad_post,bikes,urban,android,44.6,0,1,1,11.62,2,163,0,1,1,15.5,0
528,2,ad_post,electronics,rural,ios,93.6,3,0,0,116.76,2,72,0,0,0,12.8,0
529,2,ad_post,other,urban,android,36.8,1,1,0,69.74,1,58,0,0,0,13.2,0
530,4,ad_post,furniture,rural,ios,12.5,2,0,1,102.69,2,48,0,0,1,12.2,0
531,2,ad_post,electronics,,android,160.9,4,0,1,533.84,4,174,0,0,1,37.2,0
532,3,message_send,other,metro,android,42.1,2,0,2,315.65,4,171,1,0,0,15.0,1
533,2,ad_post,other,metro,web,258.4,1,0,2,108.32,4,91,0,0,0,,0
534,3,ad_post,fashion,metro,android,21.7,3,0,0,86.51,2,69,0,0,0,22.9,0
535,4,ad_post,other,urban,ios,14.0,2,0,1,68.0,3,115,0,0,0,25.5,0
536,1,ad_post,bikes,metro,android,5.5,2,0,1,274.66,2,123,0,0,0,8.5,0
537,2,message_send,electronics,metro,android,243.1,3,0,0,40.11,2,259,0,0,0,7.4,0
538,1,ad_post,electronics,urban,android,100.8,5,0,0,14.79,3,11,0,0,0,19.4,0
539,4,message_send,bikes,metro,web,7.8,2,0,2,374.88,3,202,0,0,0,5.3,0
540,3,message_send,electronics,metro,ios,41.7,2,1,1,1073.92,1,107,0,1,1,7.5,1
541,1,ad_post,bikes,metro,android,65.6,2,0,1,95.35,3,4,0,0,0,7.2,0
542,2,ad_post,furniture,metro,ios,116.2,3,0,0,34.61,3,50,1,0,0,2.5,0
543,3,message_send,other,urban,android,61.1,2,0,0,122.14,3,269,0,1,1,6.5,1
544,2,ad_post,furniture,urban,android,30.3,3,0,0,292.15,2,79,0,0,0,23.0,0
545,1,ad_post,phones,rural,ios,88.7,7,0,0,72.81,1,22,0,0,0,9.7,0
546,1,message_send,furniture,metro,ios,220.2,4,0,2,124.07,5,311,0,0,0,9.1,0
547,4,ad_post,furniture,urban,ios,26.1,3,0,1,32.66,7,109,0,0,0,19.1,0
548,3,ad_post,electronics,metro,android,89.5,3,0,1,47.74,3,136,0,0,1,2.3,0
549,3,ad_post,fashion,metro,ios,36.1,2,0,0,1146.34,6,154,0,0,0,11.6,0
550,3,ad_post,bikes,rural,android,78.5,5,0,0,179.49,3,135,0,0,0,,0
551,1,message_send,electronics,urban,android,143.7,4,0,1,298.15,4,183,0,0,0,6.8,0
552,4,ad_post,fashion,metro,ios,10.2,4,0,1,350.37,1,28,0,0,0,22.6,0
553,5,message_send,fashion,urban,android,24.1,2,0,0,198.7,0,114,0,0,0,4.0,0
554,1,ad_post,phones,urban,android,22.9,3,0,1,100.19,7,182,1,0,0,,0
555,3,ad_post,furniture,urban,ios,26.6,4,0,0,120.17,4,30,1,0,0,7.2,0
556,3,ad_post,electronics,metro,ios,25.1,7,0,1,41.28,2,138,0,0,0,11.8,0
557,1,message_send,phones,rural,android,31.3,1,0,1,285.72,4,118,0,0,1,33.1,1
558,2,ad_post,fashion,metro,web,66.2,2,0,1,302.15,8,0,0,0,0,,0
559,4,message_send,other,urban,android,61.4,6,0,0,26.74,2,88,0,0,0,,0
560,2,ad_post,fashion,,android,40.4,5,0,1,104.51,3,184,0,0,0,4.8,0
561,5,ad_post,electronics,metro,ios,284.7,3,0,1,645.22,2,92,0,0,0,16.2,0
562,1,ad_post,other,urban,android,19.9,1,0,0,110.12,2,88,0,0,0,39.3,0
563,2,ad_post,bikes,rural,android,20.5,6,0,0,158.16,3,96,0,0,0,5.9,0
564,3,ad_post,bikes,metro,android,549.2,1,1,0,366.36,4,104,0,0,0,77.9,0
565,1,ad_post,furniture,urban,android,36.4,4,0,0,171.3,3,112,0,0,1,10.1,0
566,1,ad_post,bikes,metro,android,14.5,4,0,0,146.18,0,61,0,0,0,,0
567,4,ad_post,furniture,metro,android,169.1,0,0,1,412.84,4,101,0,0,0,23.0,0
568,4,message_send,fashion,metro,ios,72.1,2,0,1,68.64,3,234,0,0,0,,0
569,1,ad_post,electronics,rural,android,41.4,3,0,0,74.82,3,92,0,0,0,5.6,0
570,2,message_send,electronics,metro,android,19.0,3,0,0,32.29,0,233,0,0,1,7.0,1
571,4,ad_post,electronics,metro,android,50.8,2,0,2,247.36,3,98,0,0,0,40.3,0
572,2,message_send,bikes,urban,android,37.6,0,0,0,610.85,5,120,0,1,1,4.8,0
573,3,ad_post,phones,metro,android,53.2,0,0,2,186.42,8,49,0,0,0,15.1,0
574,5,ad_post,other,rural,ios,102.5,4,0,0,63.32,3,123,0,0,0,13.5,0
575,5,ad_post,fashion,urban,ios,75.6,4,0,1,,4,90,0,0,0,4.6,0
576,5,ad_post,phones,urban,android,44.9,5,1,0,162.88,2,0,0,0,0,4.6,1
577,1,ad_post,furniture,rural,android,38.6,3,0,0,187.03,1,139,0,0,0,76.0,0
578,2,message_send,bikes,urban,android,132.7,4,0,2,39.2,6,113,0,0,0,1.7,0
579,5,message_send,other,urban,android,50.9,3,0,1,230.85,4,155,0,0,0,16.3,0
580,2,message_send,other,urban,android,29.4,0,0,1,55.5,4,205,0,0,0,5.4,0
581,4,ad_post,furniture,rural,ios,29.9,1,0,1,64.24,2,84,0,0,0,22.8,0
582,5,ad_post,bikes,metro,ios,129.3,4,0,2,472.06,2,29,0,0,1,19.6,0
583,4,ad_post,electronics,rural,android,63.0,2,0,1,105.63,2,74,0,0,0,11.6,0
584,5,message_send,furniture,urban,android,37.8,2,0,2,30.31,2,202,0,0,1,3.2,0
585,2,message_send,phones,rural,web,18.8,2,1,0,202.99,0,181,0,1,0,24.4,1
586,2,ad_post,electronics,urban,android,74.1,1,0,2,,1,65,0,0,0,7.4,0
587,1,message_send,phones,urban,ios,155.1,1,0,2,1109.25,3,118,0,0,1,136.4,0
588,1,ad_post,electronics,metro,ios,50.4,6,0,1,129.22,2,96,0,0,0,34.6,0
589,5,message_send,other,metro,ios,21.7,4,0,1,28.52,2,66,0,0,1,5.9,0
590,3,ad_post,other,rural,android,64.1,2,0,1,141.74,2,174,0,0,0,142.6,0
591,2,message_send,fashion,urban,android,36.2,2,0,0,68.79,2,198,0,0,0,2.4,1
